TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2025,6,6,10,34,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2025,7,7,8,29,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2025,7,27,19,49,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2025,8,21,10,55,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2025,8,22,13,12,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2025,9,4,3,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2025,11,9,23,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2025,11,18,1,30,3XX ALEXANDER ST,Strathcona,492999.1782,5459031.4048
Other Theft,2025,10,21,13,29,3XX BURRARD ST,Central Business District,491517.4962,5459415.6944
Other Theft,2025,11,14,12,30,3XX BURRARD ST,Central Business District,491526.9185,5459424.8877
Other Theft,2025,2,1,19,2,3XX BUTE ST,Central Business District,491115.5528,5459614.4414
Other Theft,2025,7,6,11,4,3XX BUTE ST,Central Business District,491115.5528,5459614.4414
Other Theft,2025,8,27,16,3,3XX BUTE ST,Central Business District,491115.5528,5459614.4414
Other Theft,2025,10,1,16,36,3XX BUTE ST,Central Business District,491115.5528,5459614.4414
Other Theft,2025,11,9,14,22,3XX BUTE ST,Central Business District,491115.5528,5459614.4414
Other Theft,2025,1,11,14,48,3XX BUTE ST,Central Business District,491116.4691,5459615.3162
Other Theft,2025,2,22,13,39,3XX BUTE ST,Central Business District,491116.4691,5459615.3162
Other Theft,2025,2,23,14,49,3XX BUTE ST,Central Business District,491116.4691,5459615.3162
Other Theft,2025,1,22,15,47,3XX CAMBIE ST,Central Business District,492055.0436,5458975.7187
Other Theft,2025,12,14,22,0,3XX CAMBIE ST,Central Business District,492061.334,5458965.0252
Other Theft,2025,1,6,17,18,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,13,17,55,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,15,11,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,26,11,55,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,31,12,24,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,2,8,17,43,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,2,9,12,30,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,2,18,12,2,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,2,28,15,45,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,1,13,7,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,4,12,14,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,8,15,25,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,9,15,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,12,17,37,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,14,11,30,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,17,11,30,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,18,11,34,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,3,31,13,26,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,6,15,37,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,13,18,16,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,18,12,31,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,21,13,26,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,22,12,35,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,24,14,47,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,26,11,20,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,27,17,45,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,29,15,18,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,4,30,14,3,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,15,13,1,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,15,13,28,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,15,16,37,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,16,14,7,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,17,14,7,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,22,9,57,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,25,13,10,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,26,18,47,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,5,31,11,15,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,5,12,25,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,5,12,50,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,7,11,30,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,10,12,50,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,11,10,33,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,16,14,16,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,17,19,11,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,19,11,6,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,21,17,4,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,23,10,39,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,6,23,15,41,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,7,8,13,13,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,7,14,14,38,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,7,14,16,7,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,7,30,14,15,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,1,19,10,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,2,18,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,9,12,48,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,9,14,54,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,10,11,59,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,11,10,1,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,16,14,29,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,17,12,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,19,11,54,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,23,11,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,23,12,40,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,8,30,10,53,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,2,15,7,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,3,13,43,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,7,12,27,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,9,14,43,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,11,12,29,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,12,15,20,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,13,14,30,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,14,10,40,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,15,10,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,16,10,52,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,17,14,43,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,17,19,37,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,19,10,29,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,9,19,19,5,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,10,19,16,17,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,10,20,10,50,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,10,20,17,13,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,10,30,12,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,11,1,12,20,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,11,12,13,30,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,11,24,17,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,12,4,14,45,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,12,10,13,14,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,12,12,11,20,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,12,12,13,38,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2025,1,2,20,2,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,2,21,19,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,3,8,33,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,3,19,15,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,4,10,31,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,5,16,59,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,5,21,44,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,12,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,12,53,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,13,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,16,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,18,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,7,19,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,8,16,41,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,9,9,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,9,20,14,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,10,11,28,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,10,16,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,11,9,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,11,9,38,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,11,15,49,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,16,14,7,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,16,21,31,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,17,12,58,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,19,17,8,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,20,12,46,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,22,10,44,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,22,14,56,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,23,22,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,25,7,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,25,9,12,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,25,15,15,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,26,19,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,27,10,13,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,29,21,30,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,30,18,59,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,1,30,22,36,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,1,7,22,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,1,11,5,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,1,20,33,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,2,10,41,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,2,11,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,5,15,21,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,8,7,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,8,13,28,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,9,8,30,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,9,10,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,10,12,16,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,10,18,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,11,17,18,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,12,14,30,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,12,17,37,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,12,18,30,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,13,11,58,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,14,11,26,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,14,17,27,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,15,19,16,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,18,14,17,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,21,20,23,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,21,22,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,24,22,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,24,22,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,25,22,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,2,28,11,48,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,3,1,18,38,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,3,13,21,3,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,3,22,7,42,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,3,26,16,18,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,3,29,9,14,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,5,13,48,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,5,20,18,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,6,13,29,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,6,15,54,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,7,10,41,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,7,12,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,7,17,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,7,20,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,8,22,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,9,12,43,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,9,16,16,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,9,17,30,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,10,18,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,11,7,18,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,11,8,49,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,11,12,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,11,17,59,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,13,8,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,14,8,17,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,14,8,57,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,14,16,42,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,14,22,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,15,7,1,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,15,11,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,15,18,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,16,20,37,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,19,12,53,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,19,15,43,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,21,17,7,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,21,21,10,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,23,17,47,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,23,19,5,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,24,16,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,24,16,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,24,22,55,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,26,10,15,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,26,16,31,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,27,17,12,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,28,11,56,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,4,30,21,6,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,1,10,56,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,1,14,38,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,2,16,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,4,7,30,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,4,16,30,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,8,13,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,8,13,53,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,8,19,2,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,10,9,42,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,10,14,47,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,12,16,47,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,13,10,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,14,16,13,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,14,16,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,14,17,35,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,14,22,26,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,16,13,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,16,15,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,17,7,31,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,17,21,27,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,18,14,43,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,18,15,15,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,20,7,34,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,20,16,15,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,21,15,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,21,21,6,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,22,13,33,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,22,15,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,25,13,28,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,26,12,51,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,27,13,38,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,28,10,41,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,28,12,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,29,11,44,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,29,13,38,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,29,17,13,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,29,17,55,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,29,19,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,29,21,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,30,10,41,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,5,31,15,21,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,1,11,27,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,1,13,56,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,1,17,1,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,1,19,9,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,1,22,22,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,2,8,34,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,2,11,7,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,2,17,56,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,4,12,36,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,5,17,32,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,6,11,36,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,6,12,2,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,8,17,47,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,8,21,46,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,9,14,34,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,9,15,57,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,10,9,32,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,10,16,49,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,10,16,55,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,12,10,53,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,12,11,19,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,12,12,38,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,12,16,58,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,12,19,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,13,15,3,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,15,9,58,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,17,9,56,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,17,14,3,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,18,15,42,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,18,17,32,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,20,14,3,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,20,15,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,20,18,5,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,20,21,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,21,17,46,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
